BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,E0485754,CORNELL REBECCA T,1/16/2017,1/19/2017,MEALS,80.66,2017,CORNELL REBECCA T
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0483677,MEDZHIBOVSKY BORIS,1/8/2017,1/13/2017,MEALS,147.34,2017,MEDZHIBOVSKY BORIS
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0488149,BOSMAN JARED A.,1/31/2017,2/3/2017,MEALS,133.32,2017,BOSMAN JARED A.
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/21/2017,AP,E0489523,FLORES ERIKA I.,1/31/2017,2/5/2017,MEALS,72.38,2017,FLORES ERIKA I.
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492599,MEDZHIBOVSKY BORIS,2/12/2017,2/17/2017,MEALS,88.44,2017,MEDZHIBOVSKY BORIS
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0496292,HARLIN ANDREA,1/31/2017,2/5/2017,MEALS,41.01,2017,HARLIN ANDREA
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0479380,WHITE JR WENDELL F.,10/2/2016,10/9/2016,MEALS,109.09,2016,WHITE JR WENDELL F.
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0498112,HUNTER KATHERINE W.,2/21/2017,2/23/2017,MEALS,82.98,2017,HUNTER KATHERINE W.
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0498130,GALLMAN WILLIAM W.,2/23/2017,2/24/2017,MEALS,12.44,2017,GALLMAN WILLIAM W.
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0498133,FOX MADISON R.,2/21/2017,2/24/2017,MEALS,84.55,2017,FOX MADISON R.
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/10/2017,AP,E0475022,CITIBANK GOV CARD SERVICE,10/26/2016,10/26/2016,MEALS,6,2016,CITIBANK GOV CARD SERVICE
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,E0472970,CITIBANK GOV CARD SERVICE,11/7/2016,11/7/2016,MEALS,7.15,2016,CITIBANK GOV CARD SERVICE
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,E0472970,CITIBANK GOV CARD SERVICE,11/7/2016,11/9/2016,MEALS,6.48,2016,CITIBANK GOV CARD SERVICE
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0481675,CITIBANK GOV CARD SERVICE,11/7/2016,11/8/2016,MEALS,6.48,2016,CITIBANK GOV CARD SERVICE
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0488518,CITIBANK GOV CARD SERVICE,12/8/2016,12/9/2016,MEALS,35.76,2016,CITIBANK GOV CARD SERVICE
A000367,HON. JUSTIN A. AMASH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0490973,VANDERVEEN BEN,1/30/2017,2/3/2017,MEALS,83.38,2017,VANDERVEEN BEN
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/15/2017,AP,E0497922,SOLIDAY TRACY A.,2/17/2017,2/17/2017,MEALS,74.23,2017,SOLIDAY TRACY A.
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0496027,MILLER II BRUCE F.,3/1/2017,3/3/2017,MEALS,59.72,2017,MILLER II BRUCE F.
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/31/2017,AP,E0482570,PAROBEK STACY L.,9/8/2016,9/8/2016,MEALS,27.16,2016,PAROBEK STACY L.
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/31/2017,AP,E0482570,PAROBEK STACY L.,10/18/2016,10/18/2016,MEALS,20,2016,PAROBEK STACY L.
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/31/2017,AP,E0482570,PAROBEK STACY L.,12/9/2016,12/16/2016,MEALS,41.48,2016,PAROBEK STACY L.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,E0484651,DECKER LAUREN E.,1/9/2017,1/9/2017,MEALS,12.8,2017,DECKER LAUREN E.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,E0484676,HANSON BOBBI L.,1/9/2017,1/9/2017,MEALS,10.07,2017,HANSON BOBBI L.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/13/2017,AP,E0485521,HEINRICH LAUREN R.,1/30/2017,1/30/2017,MEALS,9.47,2017,HEINRICH LAUREN R.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/15/2017,AP,E0496049,HON JODEY ARRINGTON,3/7/2017,3/7/2017,MEALS,7.77,2017,HON JODEY ARRINGTON
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,E0496832,MCBRAYER KAITLYN J.,2/22/2017,2/24/2017,MEALS,54.22,2017,MCBRAYER KAITLYN J.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,E0496833,THOMASSON RUSSELL H.,3/2/2017,3/7/2017,MEALS,48.66,2017,THOMASSON RUSSELL H.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,E0498535,HEINRICH LAUREN R.,2/8/2017,2/10/2017,MEALS,17.58,2017,HEINRICH LAUREN R.
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,E0484638,COUHIG BENJAMIN H,1/25/2017,1/26/2017,MEALS,57.13,2017,COUHIG BENJAMIN H
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/15/2017,AP,E0484635,WEST CHAMBERS COUNTY CHAMBER OF COMMERCE,1/23/2017,1/23/2017,MEALS,150,2017,WEST CHAMBERS COUNTY CHAMBER OF COMMERCE
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/22/2017,AP,E0490017,CITIBANK GOV CARD SERVICE,1/25/2017,1/25/2017,MEALS,85.26,2017,CITIBANK GOV CARD SERVICE
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/22/2017,AP,E0490018,IGLESIAS RACHEL K.,1/26/2017,1/26/2017,MEALS,25,2017,IGLESIAS RACHEL K.
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,E0501009,BROWN SARAH E.,3/5/2017,3/5/2017,MEALS,47.35,2017,BROWN SARAH E.
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0501807,CITIBANK GOV CARD SERVICE,2/22/2017,2/24/2017,MEALS,36.11,2017,CITIBANK GOV CARD SERVICE
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0501811,CITIBANK GOV CARD SERVICE,2/21/2017,2/22/2017,MEALS,42.82,2017,CITIBANK GOV CARD SERVICE
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0480135,CITIBANK GOV CARD SERVICE,11/28/2016,12/1/2016,MEALS,36.98,2016,CITIBANK GOV CARD SERVICE
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0480153,CITIBANK GOV CARD SERVICE,11/29/2016,12/23/2016,MEALS,77.19,2016,CITIBANK GOV CARD SERVICE
B001299,HON. JIM BANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,901181,HON JIM BANKS,1/16/2017,1/17/2017,MEALS,41.5,2017,HON JIM BANKS
B001299,HON. JIM BANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,907443,BETTIS ELIZABETH D.,2/21/2017,2/24/2017,MEALS,265.83,2017,BETTIS ELIZABETH D.
B001299,HON. JIM BANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,907445,SWICK ANNA K.,2/20/2017,2/25/2017,MEALS,114.42,2017,SWICK ANNA K.
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/23/2017,AP,E0479346,FALVELLO CONRAD A.,12/7/2016,12/7/2016,MEALS,7.09,2016,FALVELLO CONRAD A.
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/23/2017,AP,E0479356,KRELL BRUCE D.,12/8/2016,12/8/2016,MEALS,68.18,2016,KRELL BRUCE D.
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0482902,GILLESPIE LINDA J.,1/18/2017,1/21/2017,MEALS,149.59,2017,GILLESPIE LINDA J.
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,E0484934,SAEGESSER JODI H.,1/18/2017,1/20/2017,MEALS,84.89,2017,SAEGESSER JODI H.
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,E0484936,TAYLOR RHONDA L.,1/18/2017,1/21/2017,MEALS,92,2017,TAYLOR RHONDA L.
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/7/2017,AP,E0484939,THEDFORD HUNTER C.,1/18/2017,1/20/2017,MEALS,54.5,2017,THEDFORD HUNTER C.
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0486029,ROLLINS DEBORAH L.,1/18/2017,1/21/2017,MEALS,85.3,2017,ROLLINS DEBORAH L.
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0488744,CITIBANK GOV CARD SERVICE,1/19/2017,1/19/2017,MEALS,29.97,2017,CITIBANK GOV CARD SERVICE
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0488745,CITIBANK GOV CARD SERVICE,1/7/2017,1/7/2017,MEALS,35,2017,CITIBANK GOV CARD SERVICE
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0488733,CITIBANK GOV CARD SERVICE,1/7/2017,1/7/2017,MEALS,15.13,2017,CITIBANK GOV CARD SERVICE
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,E0498024,CITIBANK GOV CARD SERVICE,2/23/2017,2/23/2017,MEALS,45.25,2017,CITIBANK GOV CARD SERVICE
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,E0478784,CITIBANK GOV CARD SERVICE,12/12/2016,12/21/2016,MEALS,30.78,2016,CITIBANK GOV CARD SERVICE
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0497615,CITIBANK GOV CARD SERVICE,12/29/2016,1/28/2017,MEALS,170.99,2017,CITIBANK GOV CARD SERVICE
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0494731,HAMILTON JACQUELINE C.,10/2/2016,10/3/2016,MEALS,50,2016,HAMILTON JACQUELINE C.
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497640,HAMILTON JACQUELINE C.,5/26/2016,5/26/2016,MEALS,16.24,2016,HAMILTON JACQUELINE C.
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0497632,HAMILTON JACQUELINE C.,6/3/2016,6/3/2016,MEALS,5.3,2016,HAMILTON JACQUELINE C.
B001281,HON. JOYCE BEATTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/2/2017,AP,E0489314,COLLVER GEOFFREY K.,2/1/2017,2/3/2017,MEALS,96.38,2017,COLLVER GEOFFREY K.
B001281,HON. JOYCE BEATTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/8/2017,AP,E0492623,MANECKE DOMINIC J.,2/22/2017,2/23/2017,MEALS,64.74,2017,MANECKE DOMINIC J.
B001281,HON. JOYCE BEATTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0492621,STORIPAN JENNIFER M.,2/21/2017,2/22/2017,MEALS,6.05,2017,STORIPAN JENNIFER M.
B001281,HON. JOYCE BEATTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0480493,CITIBANK GOV CARD SERVICE,12/8/2016,12/12/2016,MEALS,111.42,2016,CITIBANK GOV CARD SERVICE
B000287,HON. XAVIER BECARRA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0486027,MCCLUSKIE SEAN E.,12/11/2016,12/11/2016,MEALS,32.45,2016,MCCLUSKIE SEAN E.
B001271,HON. DAN BENISHEK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0481028,CITIBANK GOV CARD SERVICE,6/28/2016,6/29/2016,MEALS,46.24,2016,CITIBANK GOV CARD SERVICE
B001271,HON. DAN BENISHEK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0481058,CITIBANK GOV CARD SERVICE,11/17/2016,11/17/2016,MEALS,17.16,2016,CITIBANK GOV CARD SERVICE
B001271,HON. DAN BENISHEK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0481061,CITIBANK GOV CARD SERVICE,11/28/2016,11/28/2016,MEALS,5.08,2016,CITIBANK GOV CARD SERVICE
B001271,HON. DAN BENISHEK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0481169,CITIBANK GOV CARD SERVICE,9/30/2016,10/24/2016,MEALS,162.64,2016,CITIBANK GOV CARD SERVICE
B001271,HON. DAN BENISHEK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0482036,CITIBANK GOV CARD SERVICE,8/30/2016,8/30/2016,MEALS,11.11,2016,CITIBANK GOV CARD SERVICE
B001287,HON. AMI BERA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/9/2017,AP,E0475754,OBERMILLER CHAD,10/5/2016,12/20/2016,MEALS,139.17,2016,OBERMILLER CHAD
B001302,HON. ANDY BIGGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0485822,WEIGEL DEBORAH M.,1/25/2017,1/28/2017,MEALS,62.72,2017,WEIGEL DEBORAH M.
B001302,HON. ANDY BIGGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0496214,WEIGEL DEBORAH M.,3/2/2017,3/3/2017,MEALS,26.86,2017,WEIGEL DEBORAH M.
B001257,HON. GUS  M. BILIRAKIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0487270,CITIBANK GOV CARD SERVICE,1/3/2017,1/3/2017,MEALS,16.04,2017,CITIBANK GOV CARD SERVICE
B001257,HON. GUS  M. BILIRAKIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0491520,CITIBANK GOV CARD SERVICE,1/13/2017,1/13/2017,MEALS,3.4,2017,CITIBANK GOV CARD SERVICE
B001257,HON. GUS  M. BILIRAKIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0495377,CITIBANK GOV CARD SERVICE,1/30/2017,2/20/2017,MEALS,58.71,2017,CITIBANK GOV CARD SERVICE
B001257,HON. GUS  M. BILIRAKIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0481470,CITIBANK GOV CARD SERVICE,11/29/2016,12/9/2016,MEALS,73.37,2016,CITIBANK GOV CARD SERVICE
B001293,HON. MIKE BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0479364,CITIBANK GOV CARD SERVICE,12/9/2016,12/9/2016,MEALS,4.39,2016,CITIBANK GOV CARD SERVICE
B001250,HON. ROB BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0482054,WISER DEVIN A.,1/13/2017,1/16/2017,MEALS,73.23,2017,WISER DEVIN A.
B001250,HON. ROB BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/4/2017,AP,E0481889,JENKS PETER H.,1/7/2017,1/7/2017,MEALS,11.56,2017,JENKS PETER H.
B001250,HON. ROB BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0488754,WISER DEVIN A.,2/8/2017,2/11/2017,MEALS,82.06,2017,WISER DEVIN A.
B001250,HON. ROB BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/8/2017,AP,E0473226,JENKS PETER H.,11/21/2016,12/19/2016,MEALS,70.49,2016,JENKS PETER H.
B001250,HON. ROB BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/4/2017,AP,E0481889,JENKS PETER H.,12/19/2016,12/21/2016,MEALS,28.18,2016,JENKS PETER H.
B001250,HON. ROB BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/22/2017,AP,E0488758,HON. ROB BISHOP,1/1/2017,1/1/2017,MEALS,9.99,2017,HON. ROB BISHOP
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0501765,CITIBANK GOV CARD SERVICE,2/21/2017,2/21/2017,MEALS,98.83,2017,CITIBANK GOV CARD SERVICE
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0470958,CITIBANK GOV CARD SERVICE,11/2/2016,11/7/2016,MEALS,95.34,2016,CITIBANK GOV CARD SERVICE
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,E0476917,PICKEL TONI,12/20/2016,12/20/2016,MEALS,14.22,2016,PICKEL TONI
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0477017,ROSALES ADILENE,9/16/2016,9/17/2016,MEALS,64.18,2016,ROSALES ADILENE
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/14/2017,AP,E0482131,CITIBANK GOV CARD SERVICE,12/20/2016,12/21/2016,MEALS,16.48,2016,CITIBANK GOV CARD SERVICE
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/4/2017,AP,E0491451,BURCH VIRGINIA G.,1/17/2017,1/21/2017,MEALS,169.56,2017,BURCH VIRGINIA G.
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0493691,WHEELER STEFANIE A.,2/20/2017,2/21/2017,MEALS,64.11,2017,WHEELER STEFANIE A.
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0495197,LEMONS ABBY E.,1/31/2017,2/3/2017,MEALS,105.36,2017,LEMONS ABBY E.
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0498244,CITIBANK GOV CARD SERVICE,2/21/2017,2/21/2017,MEALS,3,2017,CITIBANK GOV CARD SERVICE
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0499963,CITIBANK GOV CARD SERVICE,2/17/2017,2/20/2017,MEALS,9.81,2017,CITIBANK GOV CARD SERVICE
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0499964,CITIBANK GOV CARD SERVICE,1/14/2017,1/14/2017,MEALS,3.05,2017,CITIBANK GOV CARD SERVICE
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0473008,GRIBBLE KRISTI N.,12/20/2016,12/20/2016,MEALS,25.29,2016,GRIBBLE KRISTI N.
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0473009,ALLBROOKS HUBERT S.,11/27/2016,11/27/2016,MEALS,16,2016,ALLBROOKS HUBERT S.
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/19/2017,AP,E0477830,WHEELER STEFANIE A.,12/13/2016,12/16/2016,MEALS,141.21,2016,WHEELER STEFANIE A.
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0479958,FLINT II CHARLES A.,12/12/2016,12/15/2016,MEALS,57.54,2016,FLINT II CHARLES A.
B001294,HON. ROD BLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,901778,MESCHER JACOB R.,1/26/2017,1/26/2017,MEALS,59.48,2017,MESCHER JACOB R.
B001294,HON. ROD BLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/11/2017,AP,E0477091,FERLAND JOHN O.,12/5/2016,12/17/2016,MEALS,186.63,2016,FERLAND JOHN O.
B001294,HON. ROD BLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0477563,ROGGE ALEXAH J.,7/8/2016,7/14/2016,MEALS,65.89,2016,ROGGE ALEXAH J.
B001294,HON. ROD BLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,901364,FERLAND JOHN O.,9/15/2016,9/27/2016,MEALS,136.43,2016,FERLAND JOHN O.
B001294,HON. ROD BLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,901364,FERLAND JOHN O.,10/4/2016,10/11/2016,MEALS,140.45,2016,FERLAND JOHN O.
B001294,HON. ROD BLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,901364,FERLAND JOHN O.,12/21/2016,12/28/2016,MEALS,18.9,2016,FERLAND JOHN O.
B001294,HON. ROD BLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,901368,MESCHER JACOB R.,12/7/2016,12/8/2016,MEALS,19.69,2016,MESCHER JACOB R.
B000574,HON. EARL BLUMENAUER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,908120,HON. EARL BLUMENAUER,1/6/2017,2/3/2017,MEALS,19.67,2017,HON. EARL BLUMENAUER
B000574,HON. EARL BLUMENAUER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/8/2017,AP,896550,HON. EARL BLUMENAUER,9/29/2016,9/29/2016,MEALS,10.67,2016,HON. EARL BLUMENAUER
B000574,HON. EARL BLUMENAUER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/19/2017,AP,897074,HON. EARL BLUMENAUER,11/16/2016,11/16/2016,MEALS,52.25,2016,HON. EARL BLUMENAUER
B000574,HON. EARL BLUMENAUER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/19/2017,AP,897074,HON. EARL BLUMENAUER,11/29/2016,12/4/2016,MEALS,9.79,2016,HON. EARL BLUMENAUER
B000574,HON. EARL BLUMENAUER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/19/2017,AP,897074,HON. EARL BLUMENAUER,12/6/2016,12/6/2016,MEALS,21,2016,HON. EARL BLUMENAUER
B001278,HON. SUZANNE BONAMICI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0483896,HAGGERTY PHYLICIA D.,1/19/2017,1/19/2017,MEALS,1.95,2017,HAGGERTY PHYLICIA D.
B001278,HON. SUZANNE BONAMICI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/15/2017,AP,E0485245,BORNSTEIN RACHAEL A.,1/25/2017,1/28/2017,MEALS,67.54,2017,BORNSTEIN RACHAEL A.
B001278,HON. SUZANNE BONAMICI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,E0496960,SMITH ALLISON W.,3/2/2017,3/5/2017,MEALS,40.49,2017,SMITH ALLISON W.
B001278,HON. SUZANNE BONAMICI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/31/2017,AP,E0499227,ROUSSEAU MARGARET A.,3/11/2017,3/15/2017,MEALS,50.95,2017,ROUSSEAU MARGARET A.
B001278,HON. SUZANNE BONAMICI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/31/2017,AP,E0499230,HORVATH KELLI A.,3/7/2017,3/10/2017,MEALS,94.19,2017,HORVATH KELLI A.
